mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
0.018551278114318847,0.0016472514139938626,0.0019092798233032227,9.98566033282996e-05,,50,"{'max_depth': None, 'n_estimators': 50}",0.8181818181818182,1.0,1.0,0.9090909090909091,1.0,1.0,1.0,1.0,0.9,1.0,0.9627272727272727,0.06117985948505904,1
0.0342942476272583,0.00043734648218796205,0.0031711578369140623,0.0001667683953616643,,100,"{'max_depth': None, 'n_estimators': 100}",0.8181818181818182,1.0,1.0,0.8181818181818182,1.0,1.0,1.0,1.0,0.9,1.0,0.9536363636363637,0.07390523304255509,6
0.10373821258544921,0.052040126525222656,0.007692217826843262,0.0019743357148197154,,200,"{'max_depth': None, 'n_estimators': 200}",0.8181818181818182,1.0,1.0,0.8181818181818182,1.0,1.0,1.0,1.0,0.9,1.0,0.9536363636363637,0.07390523304255509,6
0.018420839309692384,0.00041297476092906475,0.00192718505859375,0.00011647614112019164,3,50,"{'max_depth': 3, 'n_estimators': 50}",0.8181818181818182,1.0,1.0,0.9090909090909091,1.0,1.0,1.0,1.0,0.9,1.0,0.9627272727272727,0.06117985948505904,1
0.03508803844451904,0.0006754296888948769,0.003331160545349121,0.0001918360231134973,3,100,"{'max_depth': 3, 'n_estimators': 100}",0.8181818181818182,1.0,1.0,0.9090909090909091,1.0,1.0,1.0,1.0,0.9,1.0,0.9627272727272727,0.06117985948505904,1
0.08571162223815917,0.04210008972154095,0.0064257621765136715,0.00044048077617474225,3,200,"{'max_depth': 3, 'n_estimators': 200}",0.8181818181818182,1.0,1.0,0.9090909090909091,1.0,1.0,1.0,1.0,0.9,1.0,0.9627272727272727,0.06117985948505904,1
0.017696666717529296,0.00026787260117395247,0.001809072494506836,5.931821666640317e-05,5,50,"{'max_depth': 5, 'n_estimators': 50}",0.8181818181818182,1.0,1.0,0.9090909090909091,1.0,1.0,1.0,1.0,0.9,1.0,0.9627272727272727,0.06117985948505904,1
0.034546184539794925,0.00032747625990229196,0.0032886981964111326,0.00018275843332676327,5,100,"{'max_depth': 5, 'n_estimators': 100}",0.8181818181818182,1.0,1.0,0.8181818181818182,1.0,1.0,1.0,1.0,0.9,1.0,0.9536363636363637,0.07390523304255509,6
0.06986713409423828,0.001730933573558049,0.006350183486938476,0.00039499804374832276,5,200,"{'max_depth': 5, 'n_estimators': 200}",0.8181818181818182,1.0,1.0,0.8181818181818182,1.0,1.0,1.0,1.0,0.9,1.0,0.9536363636363637,0.07390523304255509,6
